current_speed,current_delay,distance_remaining,historical_delay,previous_station_delay,section_average_speed,weather_factor,congestion_factor,signal_halt_minutes,eta_minutes
54.067,22.225,123.835,0.0,14.2,41.873,1.0,1.0,6.122,203.146
49.853,10.219,122.671,8.153,0.0,85.797,1.0,1.35,1.885,211.334
69.695,4.018,18.953,1.859,0.0,85.538,1.0,1.18,5.404,24.357
25.184,0.0,29.933,16.098,0.0,81.821,1.18,0.85,0.719,76.476
112.164,1.687,41.642,0.63,5.626,43.273,1.18,1.0,4.928,78.034
31.277,0.0,118.3,13.592,8.719,72.329,1.0,0.85,4.87,203.458
78.811,11.996,92.484,18.501,10.427,59.799,1.0,1.0,1.858,106.222
78.877,11.617,118.976,6.163,2.115,70.754,1.08,1.0,0.252,122.095
111.621,7.092,94.913,4.661,6.695,58.979,1.08,1.08,3.619,126.592
37.817,16.554,71.936,0.0,7.79,100.464,1.08,1.0,0.0,138.9
99.559,0.0,139.442,10.588,8.105,78.273,1.0,1.0,2.178,116.774
99.688,15.031,92.483,11.396,3.219,71.391,1.0,1.08,4.087,103.02
77.052,0.0,91.732,21.787,13.785,97.375,1.0,1.35,0.97,109.449
32.67,5.976,126.603,6.933,0.0,66.828,1.08,1.18,1.458,301.165
80.095,5.679,113.102,14.125,0.0,53.058,1.08,1.35,0.0,193.822
50.626,7.623,64.698,0.0,5.96,47.501,1.08,1.0,2.443,94.304
47.163,5.76,145.878,6.742,10.463,95.075,1.0,1.08,5.174,214.541
43.803,14.965,124.926,3.253,14.641,94.56,1.0,1.18,6.221,225.918
90.252,1.173,134.149,4.787,7.298,96.215,1.0,1.08,0.0,101.899
110.887,3.587,57.652,5.776,4.688,103.428,1.0,1.08,3.438,41.22
98.848,0.0,127.424,0.0,0.0,99.247,1.08,1.35,1.986,118.157
84.853,14.011,32.936,0.0,4.493,52.153,1.0,1.0,4.494,54.639
44.227,11.253,128.325,10.819,4.146,61.487,1.35,1.08,3.218,269.627
74.404,0.0,141.558,4.668,8.851,63.276,1.0,0.85,0.07,116.892
71.018,10.05,41.373,13.995,2.299,45.976,1.08,1.0,3.685,75.769
113.208,7.606,121.071,0.0,9.354,40.572,1.0,1.08,5.802,206.424
50.489,0.0,170.208,13.554,2.295,99.536,1.18,1.0,7.24,250.762
24.166,0.0,36.267,0.0,3.727,98.388,1.0,1.35,2.591,127.4
26.22,14.946,139.698,0.693,10.92,83.572,1.08,1.35,4.511,486.979
109.276,0.0,29.368,0.052,6.365,88.548,1.0,0.85,3.121,19.233
74.621,0.0,48.039,14.3,3.989,54.797,1.08,1.0,2.666,61.911
91.816,0.0,126.757,23.478,11.063,78.065,1.0,1.18,2.383,126.351
92.701,1.97,72.33,0.0,1.822,68.449,1.0,1.18,2.431,76.224
33.687,0.807,164.722,10.61,0.0,84.024,1.0,1.35,0.207,401.13
31.707,0.0,108.205,2.515,1.642,40.327,1.35,1.0,5.941,283.413
68.693,15.517,41.3,9.67,1.602,50.462,1.0,1.18,5.254,74.65
108.575,0.113,84.105,4.965,7.487,104.63,1.08,1.0,2.911,57.718
82.27,12.577,112.274,12.663,1.919,46.503,1.0,1.08,1.581,172.244
73.727,7.114,58.307,7.343,5.102,63.692,1.08,1.0,4.056,71.738
89.632,3.467,84.387,2.688,8.973,97.063,1.0,1.0,0.0,59.158
101.578,6.268,97.874,23.626,7.107,49.1,1.0,1.0,2.903,134.914
58.488,10.572,163.322,0.0,2.607,78.352,1.55,1.0,2.831,272.441
41.214,5.152,132.514,15.649,0.0,90.189,1.0,1.08,2.435,219.709
78.333,0.0,93.516,2.257,6.25,50.78,1.35,1.08,6.097,171.56
65.933,4.407,40.95,7.224,3.79,63.322,1.0,1.18,3.156,54.388
63.191,16.621,176.545,1.4,13.363,43.018,1.0,1.18,3.554,309.016
71.713,0.0,118.354,15.721,8.701,51.3,1.0,1.18,0.401,168.436
102.433,7.042,87.816,0.0,0.686,71.646,1.0,1.0,5.296,84.981
40.094,6.976,66.476,3.069,6.349,52.149,1.08,1.0,6.486,119.95
35.318,8.913,5.995,17.062,7.097,94.169,1.0,1.08,5.361,28.346
25.312,21.062,34.047,4.193,3.928,56.787,1.08,1.08,2.414,113.612
62.674,12.141,156.38,14.213,14.923,104.53,1.0,1.18,3.277,194.618
82.667,1.955,130.905,14.345,1.348,57.194,1.0,1.0,1.643,144.231
67.914,26.934,28.622,14.479,8.879,67.287,1.0,0.85,2.9,45.387
31.164,0.0,25.199,0.0,13.265,71.346,1.08,1.0,0.209,55.715
70.333,10.168,144.809,8.928,0.0,54.917,1.0,1.08,2.826,180.165
29.283,10.171,86.931,22.741,2.452,48.702,1.0,1.0,6.904,195.765
74.909,0.0,3.281,0.11,0.0,47.659,1.0,1.0,4.299,10.609
44.095,2.666,77.394,11.801,0.75,95.574,1.0,1.18,0.0,128.267
72.717,9.057,56.584,0.011,12.781,56.496,1.08,1.18,0.709,85.931
62.427,10.241,30.8,14.893,0.997,85.455,1.08,1.08,4.944,53.09
20.503,29.887,27.868,14.642,2.119,45.921,1.0,1.0,3.035,108.256
56.511,0.0,111.286,5.34,0.0,103.989,1.18,1.08,0.0,152.4
82.404,10.511,52.909,17.582,6.701,92.254,1.0,1.0,2.789,53.527
42.729,25.39,30.025,6.722,1.369,40.019,1.0,1.0,4.259,67.996
28.566,4.242,149.698,13.37,2.175,58.492,1.55,1.0,1.364,497.615
108.323,4.04,48.477,9.091,9.5,77.369,1.35,1.18,3.487,77.462
97.249,2.509,125.566,17.063,3.365,77.368,1.08,1.08,4.946,124.845
63.768,10.786,6.868,8.997,0.0,78.144,1.08,1.0,0.0,14.691
69.068,30.847,150.128,7.039,7.651,40.632,1.08,1.18,7.203,317.744
65.273,5.101,161.188,26.259,0.0,62.98,1.0,1.0,0.0,161.422
39.644,0.0,46.446,3.576,2.63,53.18,1.0,1.35,1.391,98.288
78.314,19.073,98.382,9.409,0.0,89.676,1.55,1.18,0.919,160.333
113.517,0.0,51.887,8.83,12.746,99.54,1.0,1.18,0.0,43.224
67.735,20.465,124.168,26.511,2.872,65.592,1.08,0.85,0.035,124.765
50.916,20.791,48.227,1.386,3.674,79.831,1.0,1.08,0.859,79.73
40.001,12.937,68.271,1.863,6.357,85.546,1.0,1.0,3.555,117.647
42.401,12.657,69.797,19.315,17.039,68.094,1.0,1.18,3.832,139.725
114.578,4.774,94.027,0.0,2.616,95.21,1.0,1.0,5.189,68.034
97.313,4.724,114.115,0.134,6.678,70.975,1.0,1.0,4.045,104.643
21.884,14.483,156.392,5.776,0.0,47.88,1.0,1.18,1.219,518.031
66.312,19.811,160.355,2.178,8.351,87.874,1.08,1.0,4.478,180.277
52.052,10.24,103.751,4.497,7.268,81.033,1.0,1.0,3.848,132.53
45.769,22.298,155.58,0.057,11.045,68.918,1.55,1.0,2.692,340.633
89.138,6.755,169.398,3.887,6.395,83.031,1.0,1.18,3.569,155.936
57.716,7.307,16.819,6.637,8.475,89.725,1.08,1.18,2.076,35.829
46.997,9.271,25.367,5.364,0.0,80.721,1.0,1.0,0.0,41.873
45.879,6.047,174.579,5.386,1.456,68.915,1.0,1.08,0.717,251.666
69.729,0.859,57.12,15.165,7.184,81.569,1.0,1.0,0.263,54.299
97.461,8.128,63.212,5.985,5.149,95.117,1.35,1.35,2.555,88.598
60.891,17.663,43.156,7.351,0.0,59.04,1.0,1.0,3.986,61.033
55.944,0.0,77.159,7.892,15.182,57.094,1.35,1.18,1.961,141.266
90.578,11.842,75.497,2.959,2.897,92.573,1.0,1.0,5.535,63.935
21.843,3.504,97.225,8.456,7.564,43.226,1.0,1.08,2.35,295.778
34.315,1.236,62.86,20.281,11.697,72.083,1.18,1.0,2.469,142.946
25.324,0.0,14.706,1.865,5.731,90.417,1.18,1.18,3.21,55.394
92.974,0.0,139.278,11.59,11.522,56.183,1.08,1.0,3.011,170.857
84.737,6.731,59.505,5.383,3.722,60.287,1.35,1.0,2.435,93.766
38.879,8.984,155.731,10.836,1.433,97.689,1.0,1.0,1.055,252.084
20.848,20.05,141.459,0.0,6.25,42.73,1.0,0.85,2.878,364.588
78.771,5.519,179.461,5.012,0.0,100.505,1.18,1.0,0.0,167.769
94.913,36.115,145.384,2.145,6.476,89.185,1.08,1.0,5.619,141.065
66.104,5.881,54.459,2.095,7.15,68.438,1.08,1.0,4.374,66.221
72.679,0.0,29.595,5.23,9.499,44.477,1.0,0.85,0.961,36.587
37.626,9.202,154.516,1.169,3.407,41.217,1.0,1.0,0.0,251.528
72.389,6.232,59.423,4.55,2.753,79.848,1.0,0.85,2.942,49.653
102.982,18.585,88.396,13.052,9.535,53.135,1.0,1.08,0.0,125.542
77.566,17.546,167.578,9.385,11.744,44.607,1.35,0.85,2.595,279.299
73.012,0.0,76.04,16.206,7.105,100.986,1.0,0.85,0.802,56.959
111.256,30.689,131.081,1.917,4.231,46.313,1.0,1.0,1.525,192.689
91.173,1.937,20.782,1.239,0.0,66.987,1.35,1.0,3.335,33.226
52.064,17.18,179.721,0.016,6.96,50.281,1.0,1.35,1.891,309.324
92.598,0.0,131.204,0.517,7.297,67.988,1.35,1.0,6.152,168.519
57.724,5.401,176.966,0.0,0.899,87.21,1.55,1.0,2.015,296.062
101.293,5.028,148.305,1.027,0.0,41.411,1.35,1.0,1.572,299.355
33.149,10.202,105.624,8.558,15.891,63.86,1.0,1.0,5.615,207.325
88.74,15.005,32.777,0.0,0.0,91.539,1.0,1.0,0.287,32.367
27.455,0.0,139.22,0.0,14.032,43.635,1.0,1.18,3.758,366.536
82.014,9.683,4.035,0.0,4.413,79.15,1.0,1.0,3.101,12.444
24.799,7.893,71.933,0.0,7.704,87.553,1.0,1.0,1.955,184.8
32.558,17.614,103.716,9.462,11.095,45.365,1.08,1.0,3.823,228.456
66.347,17.596,36.906,0.0,0.0,82.396,1.0,0.85,2.676,41.441
107.793,0.0,121.571,10.421,1.537,45.824,1.0,1.0,5.166,169.045
114.065,6.927,27.956,21.188,8.083,68.744,1.0,1.0,2.709,33.893
30.675,26.055,170.911,0.0,5.426,43.545,1.08,1.0,2.169,382.314
39.856,8.662,38.277,0.877,4.324,74.97,1.0,1.08,4.73,76.845
21.747,13.884,120.108,8.319,2.755,77.895,1.0,0.85,6.144,299.23
56.921,6.931,153.671,0.0,0.0,57.635,1.0,1.18,1.738,198.157
56.167,0.0,19.729,21.723,1.221,103.48,1.0,1.0,2.222,27.812
43.502,7.07,61.375,3.335,7.177,74.412,1.0,1.0,1.36,92.062
112.933,0.0,146.517,0.0,13.509,72.581,1.0,1.0,0.0,123.897
105.232,13.633,17.628,0.0,15.291,82.701,1.0,1.08,2.811,31.299
34.511,2.027,163.933,15.785,5.88,103.085,1.0,1.18,3.838,348.286
86.988,1.465,26.075,28.814,4.556,74.047,1.0,1.35,4.518,42.594
72.947,0.0,23.073,22.0,3.534,101.659,1.35,1.0,0.0,31.155
108.708,13.725,168.119,4.929,15.311,98.118,1.0,1.0,2.737,116.661
45.352,9.704,43.102,19.123,0.0,76.858,1.0,1.0,5.098,69.915
55.526,0.0,89.477,10.405,7.99,95.388,1.0,1.18,4.417,123.893
59.239,8.181,177.907,4.044,20.676,88.254,1.18,1.0,0.0,223.824
43.444,17.858,9.445,6.28,0.0,66.316,1.0,1.08,2.44,28.109
69.897,0.0,142.072,5.865,5.822,96.926,1.55,1.0,1.927,194.819
72.982,17.942,114.255,13.321,6.517,73.548,1.0,1.0,3.647,111.842
60.134,2.492,11.709,6.528,8.165,79.854,1.08,1.0,0.386,18.991
86.131,0.0,75.614,2.215,6.144,48.795,1.0,1.08,3.301,108.079
43.758,12.584,163.475,0.0,7.108,84.962,1.0,1.0,3.259,235.782
95.151,6.532,171.056,1.337,9.056,73.258,1.08,1.18,0.0,186.339
34.259,5.536,33.838,0.0,1.25,96.473,1.0,1.08,6.084,75.556
39.271,11.576,47.054,0.0,8.032,80.466,1.0,0.85,3.551,73.405
75.942,19.889,75.007,12.183,5.251,70.921,1.0,1.0,5.268,85.857
34.084,5.18,8.536,14.202,0.0,82.463,1.18,1.0,3.112,27.909
59.611,0.0,121.632,0.0,0.0,51.586,1.0,1.0,0.325,138.13
28.847,0.0,67.605,4.831,6.548,59.454,1.0,1.0,2.186,146.044
85.989,0.0,95.815,5.096,2.8,57.837,1.08,1.08,1.895,122.709
85.422,7.076,177.558,4.462,12.997,100.703,1.0,1.0,4.555,137.692
32.323,0.127,94.508,0.134,8.507,76.571,1.08,1.35,5.579,267.448
79.419,8.022,152.956,16.103,0.0,47.665,1.0,1.0,0.0,199.942
21.073,10.143,52.13,0.356,0.0,53.077,1.0,1.08,2.498,168.908
78.519,21.481,33.262,3.479,9.767,41.893,1.08,1.18,3.607,81.401
65.742,0.0,160.786,5.336,6.315,80.768,1.08,1.18,0.457,191.114
49.973,23.302,39.071,1.345,0.0,74.833,1.35,1.0,4.253,85.842
22.961,15.136,113.519,0.0,0.0,103.935,1.18,1.08,4.472,394.341
23.005,0.0,90.476,7.681,11.56,66.902,1.35,1.0,2.153,310.946
94.57,5.892,164.577,7.622,0.0,90.556,1.0,1.35,3.132,158.628
93.676,0.0,157.18,15.262,0.0,49.314,1.08,1.0,2.112,209.987
87.799,21.886,2.732,1.971,2.875,73.952,1.0,0.85,1.826,16.961
49.686,6.109,57.561,12.482,1.69,77.541,1.0,1.0,1.501,79.546
31.177,21.903,50.707,8.069,0.934,49.706,1.0,1.0,2.368,118.276
46.91,20.126,14.681,1.49,1.436,55.914,1.0,1.0,0.0,33.541
30.063,13.811,77.911,16.718,0.0,43.497,1.08,1.08,0.277,194.058
87.725,25.042,96.96,20.249,3.342,83.607,1.0,1.0,4.401,91.661
64.486,5.232,123.837,0.0,5.49,69.613,1.18,1.08,4.136,159.253
86.463,2.806,142.403,13.499,0.559,83.237,1.0,1.0,1.044,109.763
36.226,11.246,109.59,9.676,9.411,89.916,1.0,1.08,0.0,208.795
58.078,0.0,112.516,0.0,0.193,66.874,1.0,1.0,3.65,117.717
94.51,0.945,142.144,5.378,3.739,68.298,1.35,1.0,1.744,172.805
63.976,9.124,148.32,15.942,18.406,76.081,1.0,1.0,3.981,153.36
55.997,23.528,119.509,14.942,14.848,72.129,1.08,0.85,0.0,140.687
70.469,12.53,104.872,11.052,13.553,65.349,1.0,1.0,4.103,113.086
109.617,5.586,176.899,9.871,22.571,68.257,1.0,1.0,2.829,168.395
72.144,17.232,127.197,10.246,0.0,43.453,1.18,1.18,2.997,266.78
57.455,0.0,70.137,13.801,1.441,60.678,1.0,1.0,0.371,79.48
34.655,0.0,121.272,9.052,6.73,104.835,1.0,1.08,0.231,230.981
114.071,0.0,116.319,11.453,6.979,45.503,1.0,1.0,0.0,154.697
62.754,7.251,35.071,0.0,0.186,63.095,1.18,1.0,0.237,46.016
71.886,0.0,176.126,1.81,10.211,63.853,1.08,1.0,4.146,185.41
113.448,0.0,84.759,21.816,10.949,90.627,1.0,1.0,2.208,60.091
27.418,6.74,144.061,9.434,0.0,81.19,1.0,1.0,5.679,324.345
59.997,11.126,144.084,6.477,6.561,102.438,1.35,1.08,2.171,223.308
25.835,36.882,32.096,14.768,8.036,70.755,1.0,0.85,0.0,89.354
46.396,7.313,52.013,7.848,4.209,48.615,1.0,1.0,1.444,75.459
62.432,4.494,48.503,0.0,8.645,92.51,1.0,0.85,0.0,47.15
34.644,26.426,178.858,7.753,0.613,72.237,1.0,1.08,3.452,361.058
52.782,12.518,136.476,10.227,0.913,81.747,1.08,1.08,3.687,194.752
87.033,6.017,27.837,7.848,4.325,70.848,1.35,1.0,0.059,36.647
84.873,0.0,165.353,0.0,0.0,42.666,1.18,1.0,4.545,280.103
82.163,12.522,139.621,6.926,0.0,65.425,1.0,1.0,0.742,140.898
37.092,8.762,121.759,5.919,7.297,75.595,1.0,1.0,3.094,208.434
22.252,14.407,169.054,0.0,0.0,45.976,1.35,1.08,2.29,577.892
101.362,18.449,118.838,0.918,17.495,48.444,1.08,1.0,1.541,173.49
80.684,12.836,51.196,0.0,10.745,99.975,1.08,1.0,2.953,56.323
93.825,31.202,61.213,14.357,4.405,64.882,1.0,1.35,5.211,108.683
66.745,3.994,138.83,9.267,13.446,49.352,1.35,1.08,3.262,260.285
74.278,12.519,81.367,4.25,0.0,56.289,1.08,1.0,0.0,102.304
74.591,0.0,169.304,0.0,5.376,73.5,1.18,1.18,3.285,197.599
20.314,0.0,147.6,8.164,10.193,102.02,1.08,1.0,1.677,473.711
28.613,0.0,173.045,14.766,8.224,74.751,1.08,1.08,2.857,432.303
56.496,19.231,125.867,0.162,3.398,52.415,1.08,1.08,3.297,187.238
88.375,13.046,89.083,16.206,7.885,78.541,1.0,1.0,3.714,83.593
114.604,8.696,11.978,4.7,13.019,42.408,1.08,1.0,5.199,32.084
34.151,0.0,166.617,11.303,5.761,77.657,1.08,1.0,3.086,322.829
86.623,16.151,32.66,9.117,6.796,48.485,1.0,1.08,0.243,59.085
67.229,3.682,41.262,9.829,0.0,91.946,1.18,1.35,2.003,67.914
112.706,17.173,26.445,0.0,5.718,77.438,1.0,1.0,0.0,34.602
86.148,16.032,80.082,9.059,4.221,75.972,1.0,1.18,0.0,87.685
21.485,9.854,3.13,10.123,0.0,71.653,1.0,1.18,0.0,20.849
39.585,0.0,95.109,0.0,12.43,81.589,1.0,0.85,3.453,130.64
110.278,7.448,141.3,7.625,5.27,80.767,1.0,0.85,3.446,98.295
71.274,20.909,139.119,3.529,0.936,54.253,1.0,1.18,0.39,194.27
65.069,21.864,121.285,10.08,3.6,51.461,1.0,1.18,4.973,190.96
90.34,5.028,33.308,9.038,0.0,100.116,1.0,1.18,2.153,32.549
50.967,0.045,122.48,19.358,3.745,52.919,1.08,1.18,3.567,192.935
64.744,12.976,160.507,18.25,15.869,71.487,1.0,1.0,4.798,171.314
80.042,18.703,37.994,15.804,8.025,103.411,1.18,1.0,2.936,55.916
104.209,16.074,142.539,0.0,0.0,79.236,1.0,1.35,3.424,162.611
101.413,0.0,179.228,0.0,3.23,71.799,1.08,1.0,6.001,167.923
104.723,19.64,28.517,6.278,4.73,78.465,1.55,0.85,0.0,48.67
23.194,13.514,87.31,0.0,0.747,74.523,1.0,0.85,2.83,203.663
32.608,0.0,117.28,14.7,8.702,59.226,1.0,1.08,4.869,240.891
22.319,15.173,139.387,1.203,6.43,69.565,1.0,1.08,0.53,418.323
104.876,5.055,7.823,1.331,7.136,61.639,1.35,1.0,3.568,18.5
27.691,30.694,132.965,13.512,0.0,97.255,1.0,1.0,0.0,310.15
36.65,1.508,13.927,5.632,1.071,76.321,1.55,1.0,4.398,47.206
109.219,12.132,172.72,19.806,5.86,77.708,1.0,1.08,4.608,162.352
52.797,11.566,95.75,16.026,11.577,71.605,1.08,1.0,1.696,135.49
95.991,11.433,145.966,5.93,10.166,101.449,1.0,1.18,1.151,120.433
30.39,32.327,126.081,0.0,5.282,57.936,1.0,1.08,1.022,298.312
71.436,0.0,63.713,10.976,4.442,48.582,1.18,1.0,3.266,102.78
59.111,3.336,116.997,2.049,12.142,62.282,1.08,1.18,0.916,160.266
32.536,7.277,32.569,16.188,15.109,91.308,1.0,1.0,1.81,72.014
107.793,9.649,52.774,22.082,3.078,86.268,1.08,1.08,3.504,59.9
23.909,7.583,24.512,12.098,3.527,60.581,1.0,1.0,2.276,70.334
35.447,16.925,165.837,0.0,8.984,59.601,1.0,1.0,2.413,296.758
90.157,4.869,60.968,0.0,1.432,103.414,1.55,1.0,7.618,79.384
106.154,18.301,124.668,5.023,0.0,68.737,1.0,1.0,1.704,125.579
99.883,21.472,18.462,10.883,1.318,68.988,1.35,1.0,1.719,44.911
62.319,9.756,17.553,1.753,4.708,83.651,1.0,1.08,7.09,32.677
54.301,1.404,153.977,12.646,3.794,49.616,1.55,1.18,4.679,357.251
62.201,16.438,145.056,3.519,15.542,104.519,1.55,1.0,3.46,238.824
75.782,0.0,38.986,9.555,7.211,45.595,1.55,1.08,2.512,97.838
106.869,13.415,100.935,3.682,0.0,66.943,1.0,1.0,0.441,102.239
24.012,3.746,150.556,16.659,3.637,93.706,1.0,1.0,2.617,388.446
64.891,2.828,160.898,0.0,8.472,82.498,1.08,1.0,3.797,169.804
114.462,0.0,134.711,1.963,10.712,44.337,1.0,1.08,0.303,202.193
74.65,16.183,30.987,13.553,6.893,94.943,1.18,1.0,3.41,50.247
59.854,4.956,65.365,16.519,11.637,99.287,1.08,1.0,1.471,84.195
71.653,17.352,149.174,4.31,0.34,96.709,1.08,1.08,4.968,165.942
98.215,0.0,94.234,13.597,0.0,40.838,1.0,1.0,6.579,147.686
105.22,14.356,149.992,0.0,3.813,79.873,1.0,1.08,4.424,138.744
27.258,0.0,166.367,7.887,0.0,93.225,1.35,1.08,5.662,544.319
87.44,0.0,146.994,9.726,16.652,41.869,1.0,1.0,3.32,220.055
27.467,23.246,141.557,13.481,5.081,84.903,1.0,1.18,2.032,387.254
31.298,7.704,13.792,0.363,0.0,56.446,1.18,1.35,4.159,59.714
37.554,21.514,18.159,0.0,10.263,62.85,1.0,1.0,1.857,47.576
74.172,0.627,104.908,12.574,5.368,46.442,1.0,1.0,4.726,142.836
112.49,0.0,40.095,6.669,0.0,46.415,1.0,1.35,5.034,80.065
56.063,16.492,42.505,24.544,16.288,53.928,1.0,1.0,4.95,73.757
86.949,5.662,9.228,10.499,3.296,76.214,1.0,1.35,5.764,23.04
47.606,12.382,35.604,20.899,9.874,95.599,1.0,1.08,6.032,75.502
66.707,5.709,79.974,4.169,8.77,46.836,1.0,1.0,4.245,117.69
26.147,0.0,62.276,0.0,0.0,103.388,1.0,1.18,2.404,171.214
87.782,11.529,50.589,0.0,0.0,77.825,1.0,1.0,3.967,49.36
92.96,8.785,46.623,0.0,5.145,47.022,1.0,0.85,3.132,61.024
84.42,5.523,70.109,2.842,3.054,103.185,1.0,1.08,1.893,61.719
39.184,0.0,89.265,6.462,10.491,83.036,1.18,1.0,3.033,168.921
60.889,4.165,70.286,14.143,3.499,99.471,1.0,1.18,2.823,91.396
66.691,22.787,129.399,3.161,5.227,48.742,1.08,1.08,1.448,203.579
65.212,0.0,92.19,12.895,13.173,95.533,1.0,1.35,2.295,124.99
24.286,10.159,64.1,6.907,3.601,94.401,1.35,1.0,4.157,230.169
53.95,8.217,119.701,18.561,0.0,62.833,1.0,1.0,0.0,141.865
50.981,9.701,155.68,0.0,0.0,69.959,1.0,1.08,0.0,202.438
55.885,9.645,103.912,3.57,2.538,65.37,1.0,1.18,0.906,140.604
54.517,19.685,90.457,15.08,0.0,68.339,1.18,1.0,2.34,137.722
114.642,7.804,42.208,3.49,6.493,66.132,1.0,0.85,1.535,42.095
39.925,0.0,117.974,2.377,15.264,91.717,1.0,1.0,3.189,186.004
79.372,8.819,137.893,8.405,1.544,69.46,1.0,1.0,0.0,129.842
64.393,4.118,96.824,0.0,0.0,100.916,1.0,1.0,0.63,92.085
54.606,4.659,28.784,0.79,0.171,49.603,1.18,0.85,3.111,43.175
98.253,17.877,47.648,0.433,1.363,81.993,1.0,1.0,2.614,53.387
64.095,6.343,79.632,5.248,6.752,76.389,1.0,1.18,3.684,99.401
100.989,2.775,88.48,22.728,6.483,102.646,1.0,1.08,5.754,67.785
58.666,28.195,119.023,17.297,4.468,63.623,1.0,1.08,1.385,158.838
98.753,3.031,167.817,6.811,17.467,101.729,1.0,1.0,3.186,110.769
75.511,8.925,135.211,15.355,7.295,65.347,1.55,1.0,3.575,210.227
66.584,21.339,170.871,3.592,10.758,64.356,1.08,1.35,6.608,257.201
54.485,33.869,148.203,9.756,0.0,86.519,1.08,1.35,0.245,265.539
42.769,0.0,57.05,14.339,3.531,75.927,1.18,1.0,5.413,101.833
56.905,15.609,71.95,6.153,14.414,99.136,1.0,1.0,4.698,98.544
79.979,0.0,138.48,5.253,5.875,97.165,1.18,1.18,4.992,154.021
59.231,21.244,129.695,0.0,9.187,94.676,1.0,1.0,0.0,145.203
90.09,0.0,6.868,17.852,7.764,69.462,1.08,1.18,4.141,20.177
79.688,14.597,16.637,15.07,16.102,60.392,1.08,1.18,1.895,40.067
50.343,0.0,132.861,6.182,14.13,71.094,1.18,1.18,3.402,232.751
37.279,13.329,170.167,3.21,17.875,96.965,1.08,1.08,0.984,339.345
38.835,0.0,32.039,0.117,8.699,85.582,1.0,0.85,0.0,47.231
31.148,17.636,79.458,2.761,3.608,86.708,1.08,1.0,1.52,182.698
47.356,0.0,25.175,13.71,0.0,72.121,1.55,1.0,1.488,55.566
58.81,6.973,53.654,18.063,9.814,49.486,1.08,1.0,1.338,83.268
50.708,8.346,124.26,4.132,0.0,85.047,1.08,1.0,3.132,169.256
51.622,31.669,163.664,6.612,12.931,55.265,1.08,0.85,1.742,202.442
48.738,21.901,68.02,17.039,3.468,65.655,1.0,1.0,0.0,102.363
103.4,2.571,58.482,6.159,6.339,48.575,1.0,1.18,3.123,95.753
107.993,0.0,158.095,0.0,0.0,58.39,1.0,1.0,3.996,165.471
114.484,16.828,28.925,0.0,5.592,89.639,1.0,1.0,1.806,35.202
87.066,9.735,179.146,9.072,4.235,68.368,1.0,1.08,0.027,179.923
100.355,24.75,24.01,15.933,6.537,96.347,1.0,1.0,3.711,41.649
75.437,0.0,95.631,0.0,2.321,103.156,1.0,1.18,0.642,89.153
22.466,0.0,123.154,13.595,15.895,84.285,1.0,0.85,1.086,287.879
63.135,0.0,107.768,28.149,5.579,102.088,1.08,1.35,1.232,163.161
89.76,8.759,103.31,9.453,1.715,102.231,1.0,0.85,0.824,69.243
57.892,5.083,173.779,9.295,3.06,51.571,1.18,1.0,2.832,247.022
91.493,0.0,23.467,7.489,6.793,82.514,1.08,1.0,0.722,20.832
68.702,0.0,159.604,0.0,6.139,71.825,1.0,1.08,3.715,154.021
61.24,1.917,9.198,14.485,6.473,67.691,1.0,1.0,5.806,18.645
47.617,0.0,163.483,2.507,5.477,68.428,1.0,1.18,4.136,248.653
48.071,12.582,15.623,8.067,2.619,43.102,1.08,1.0,2.945,37.547
27.768,15.669,22.281,4.345,1.793,72.724,1.0,1.0,6.399,68.214
48.277,1.284,82.99,0.0,3.52,78.169,1.18,1.0,8.214,134.013
77.385,23.22,20.927,6.154,4.861,96.655,1.0,1.0,0.0,34.588
102.534,0.0,109.136,7.925,10.6,102.777,1.08,1.08,2.241,80.561
31.884,13.204,21.92,28.133,6.587,40.902,1.18,1.0,0.605,63.937
61.4,11.07,142.622,13.308,0.0,80.694,1.0,1.0,3.068,153.974
111.567,20.737,155.044,2.387,2.947,70.647,1.0,1.18,2.943,175.193
79.889,17.492,176.349,0.0,0.0,86.351,1.0,1.0,0.916,142.858
78.092,9.166,147.371,0.0,5.721,84.113,1.0,1.0,2.18,123.497
104.823,0.0,86.254,7.619,0.0,67.114,1.0,1.0,5.292,84.362
42.05,16.581,163.814,1.229,11.901,54.281,1.18,1.08,3.825,318.904
87.582,0.433,150.288,0.0,8.065,102.387,1.18,1.08,0.0,134.654
83.37,24.289,37.508,4.095,3.294,48.391,1.0,1.35,2.351,87.427
24.47,4.339,158.801,10.678,10.986,41.178,1.0,0.85,0.0,336.002
31.465,13.854,47.892,2.971,9.74,54.566,1.0,1.18,2.542,125.047
85.563,1.817,121.168,0.0,0.0,73.5,1.18,1.0,3.426,124.583
94.305,16.478,148.603,10.645,5.738,101.58,1.08,1.18,3.77,140.265
47.752,7.5,92.05,3.363,1.737,68.699,1.0,1.18,1.095,143.55
93.058,11.87,146.028,1.85,10.976,55.946,1.0,1.0,2.563,168.292
83.175,1.656,136.124,9.719,6.98,49.855,1.0,1.0,0.347,170.504
54.369,0.0,27.914,21.465,5.679,41.935,1.35,0.85,0.0,58.077
35.611,0.339,137.136,0.0,6.694,43.995,1.08,1.08,2.143,273.469
48.094,0.0,123.195,0.568,3.311,66.13,1.08,1.18,4.46,203.41
